Name,Job History,Core Skills,Certifications,Education,Languages,Project History,Leadership Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Cognitive Style,Conflict Resolution Style,Work Environment Preference,Team Role Tendency,Risk Tolerance,Preferred Industry,Geographic Preference,Ideal Team Size,Career Aspiration,Work-Life Balance Preference,Matched Role
Erica Colon,Business Analyst (4 yrs); Data Scientist (1 yrs),"Time Management, Problem Solving, Docker, Python","Certified ScrumMaster (CSM), PMP","BSc Computer Science, University of Texas","Mandarin, English",Network Administrator project: Outcome - Streamline open-source deliverables; Network Administrator project: Outcome - Benchmark out-of-the-box methodologies,No,3.0,3.0,3.4,4.8,4.1,Creative,Compromising,Balanced,Resource Investigator,High,Education,Hybrid,Small (1-5),Innovation,High,Data Analyst
Stephanie Baker,Project Manager (3 yrs); Security Analyst (4 yrs),"Problem Solving, Communication, Time Management, Docker","Cisco CCNA, Certified ScrumMaster (CSM)","MSc Data Science, University of California","English, German",DevOps Engineer project: Outcome - Reinvent extensible roi; Cloud Architect project: Outcome - Aggregate holistic infrastructures,Yes,1.6,1.1,1.9,2.7,2.2,Creative,Compromising,Structured,Resource Investigator,Medium,Finance,Remote,Large (16+),Technical Expert,High,Backend Developer
Margaret Sims,Cloud Architect (4 yrs); Data Scientist (3 yrs),"SQL, Team Leadership, Time Management, AWS","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","BEng Software Engineering, University of Texas","German, French",Security Analyst project: Outcome - Synergize cross-platform users; Network Administrator project: Outcome - Deliver out-of-the-box web-readiness,No,1.4,4.6,4.4,3.0,3.6,Analytical,Compromising,Structured,Coordinator,Medium,Finance,On-site,Large (16+),Leadership,High,Data Analyst
Keith Campos,Cloud Architect (4 yrs); Network Administrator (5 yrs),"Problem Solving, Java, Docker, Communication","Cisco CCNA, CompTIA Security+","BSc Information Systems, Stanford University","English, German",Cloud Architect project: Outcome - Unleash clicks-and-mortar supply-chains; Security Analyst project: Outcome - E-enable visionary mindshare,Yes,2.6,3.5,2.1,3.0,2.3,Logical,Avoidant,Balanced,Implementer,High,Retail,Hybrid,Large (16+),Innovation,Low,QA Engineer
Dawn Daugherty,Security Analyst (4 yrs); Software Engineer (2 yrs),"Python, SQL, Problem Solving, Communication","AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP)","BSc Computer Science, MIT","Mandarin, English",Data Scientist project: Outcome - Integrate distributed content; DevOps Engineer project: Outcome - Mesh clicks-and-mortar supply-chains,Yes,3.8,3.8,4.7,4.9,2.9,Creative,Avoidant,Balanced,Resource Investigator,Low,Retail,On-site,Medium (6-15),Technical Expert,High,Backend Developer
Yvonne Finley,Cloud Architect (2 yrs); Data Scientist (3 yrs),"Communication, Time Management, AWS, Java","PMP, Certified ScrumMaster (CSM)","BEng Software Engineering, University of California","German, Spanish",Software Engineer project: Outcome - Brand cross-media communities; Network Administrator project: Outcome - Transform cutting-edge models,No,2.8,3.9,3.8,2.9,2.1,Intuitive,Avoidant,Flexible,Completer-Finisher,Medium,Finance,Remote,Large (16+),Management,High,Data Analyst
Sarah Salinas,Project Manager (4 yrs); Network Administrator (3 yrs),"Problem Solving, Team Leadership, Critical Thinking, Python","CompTIA Security+, AWS Certified Solutions Architect","MBA, University of California","Mandarin, German",DevOps Engineer project: Outcome - Redefine 24/365 partnerships; Data Scientist project: Outcome - Cultivate clicks-and-mortar roi,No,4.4,2.4,4.4,2.1,3.3,Logical,Competitive,Flexible,Shaper,Medium,Education,Remote,Small (1-5),Innovation,Moderate,Backend Developer
Kerri Tate,Software Engineer (2 yrs); Security Analyst (5 yrs),"Python, Problem Solving, Time Management, Team Leadership","PMP, Certified Information Systems Security Professional (CISSP)","MBA, University of California","English, Japanese",DevOps Engineer project: Outcome - Reinvent turn-key schemas; Network Administrator project: Outcome - Redefine sticky supply-chains,No,1.7,4.6,2.2,4.5,4.7,Logical,Compromising,Structured,Shaper,Medium,Healthcare,Remote,Medium (6-15),Management,Moderate,Data Analyst
Barbara Brooks,Data Scientist (2 yrs); Project Manager (3 yrs),"Problem Solving, Python, Java, SQL","AWS Certified Solutions Architect, PMP","BEng Software Engineering, University of California","Spanish, French",Network Administrator project: Outcome - Iterate cross-platform e-markets; Cloud Architect project: Outcome - Repurpose rich interfaces,Yes,4.5,4.9,3.1,4.7,4.1,Creative,Collaborative,Structured,Implementer,Low,Healthcare,Remote,Small (1-5),Leadership,Low,DevOps Specialist
Eric Hudson,Network Administrator (4 yrs); Business Analyst (5 yrs),"Docker, Team Leadership, Problem Solving, Critical Thinking","AWS Certified Solutions Architect, Cisco CCNA","BEng Software Engineering, University of Florida","Japanese, French",DevOps Engineer project: Outcome - Generate dot-com supply-chains; Business Analyst project: Outcome - Exploit virtual initiatives,Yes,2.9,3.8,4.8,3.1,1.3,Creative,Compromising,Structured,Coordinator,Low,Healthcare,On-site,Medium (6-15),Leadership,Low,Product Owner
Claudia Kramer,Software Engineer (5 yrs); Project Manager (2 yrs),"Critical Thinking, Team Leadership, Time Management, Java","Certified Information Systems Security Professional (CISSP), PMP","BA Business Administration, Stanford University","French, Spanish",Business Analyst project: Outcome - Disintermediate customized deliverables; Network Administrator project: Outcome - Scale e-business portals,No,2.0,2.5,4.4,3.9,4.0,Logical,Competitive,Structured,Implementer,Medium,Finance,Remote,Large (16+),Innovation,Low,Security Engineer
Joe Hartman,Security Analyst (4 yrs); DevOps Engineer (3 yrs),"Communication, Team Leadership, Time Management, SQL","AWS Certified Solutions Architect, CompTIA Security+","BA Business Administration, University of Texas","Spanish, Japanese",Security Analyst project: Outcome - Revolutionize frictionless supply-chains; Network Administrator project: Outcome - Transition robust markets,Yes,1.8,1.7,3.6,2.8,3.9,Intuitive,Compromising,Balanced,Completer-Finisher,Low,Manufacturing,On-site,Large (16+),Technical Expert,Low,QA Engineer
Steve Green,Security Analyst (4 yrs); Software Engineer (4 yrs),"Time Management, Communication, Problem Solving, Docker","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","MSc Data Science, MIT","French, Spanish",Software Engineer project: Outcome - Expedite innovative users; DevOps Engineer project: Outcome - Disintermediate 24/7 users,No,2.9,4.4,4.1,2.9,4.4,Creative,Collaborative,Structured,Implementer,High,Manufacturing,Hybrid,Large (16+),Technical Expert,High,Product Owner
Alexander Collins,Software Engineer (4 yrs); Security Analyst (4 yrs),"AWS, Python, Communication, SQL","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","MSc Data Science, Stanford University","Japanese, English",Project Manager project: Outcome - Evolve end-to-end communities; DevOps Engineer project: Outcome - Drive strategic interfaces,No,2.3,3.0,4.6,2.3,2.1,Logical,Compromising,Structured,Implementer,Medium,Technology,Hybrid,Large (16+),Technical Expert,Moderate,DevOps Specialist
John Smith,Network Administrator (2 yrs); DevOps Engineer (5 yrs),"Time Management, Docker, Python, Team Leadership","Cisco CCNA, CompTIA Security+","BA Business Administration, University of Florida","French, Japanese",Project Manager project: Outcome - Reinvent user-centric synergies; Cloud Architect project: Outcome - Redefine dynamic supply-chains,Yes,2.5,4.7,3.2,1.2,2.7,Intuitive,Collaborative,Structured,Completer-Finisher,Low,Healthcare,On-site,Small (1-5),Innovation,Low,QA Engineer
Molly Berg,Network Administrator (5 yrs); Software Engineer (1 yrs),"Communication, Python, Java, AWS","Certified Information Systems Security Professional (CISSP), Cisco CCNA","MBA, Stanford University","Mandarin, Spanish",Project Manager project: Outcome - Incubate ubiquitous channels; Data Scientist project: Outcome - Seize efficient models,Yes,3.2,1.4,2.7,1.8,2.1,Intuitive,Competitive,Flexible,Coordinator,Low,Finance,On-site,Large (16+),Management,Moderate,IT Support Specialist
Stacie Carter,Project Manager (2 yrs); Network Administrator (4 yrs),"AWS, Problem Solving, Time Management, SQL","Certified ScrumMaster (CSM), CompTIA Security+","MBA, University of California","Japanese, French",Cloud Architect project: Outcome - Morph rich vortals; DevOps Engineer project: Outcome - Cultivate value-added synergies,Yes,3.6,2.4,2.0,4.4,2.8,Analytical,Avoidant,Structured,Shaper,Low,Finance,Remote,Medium (6-15),Innovation,Moderate,DevOps Specialist
Ronald Collins,Data Scientist (4 yrs); Security Analyst (2 yrs),"Java, Python, Time Management, SQL","Cisco CCNA, PMP","BEng Software Engineering, University of Texas","Japanese, Spanish",Data Scientist project: Outcome - Innovate transparent partnerships; Security Analyst project: Outcome - Reinvent scalable vortals,Yes,1.9,3.1,1.4,2.3,2.4,Intuitive,Avoidant,Balanced,Shaper,Medium,Finance,Remote,Large (16+),Management,Low,Data Analyst
Kevin Barajas,DevOps Engineer (5 yrs); Network Administrator (5 yrs),"Java, Python, Communication, Time Management","PMP, Certified Information Systems Security Professional (CISSP)","MBA, MIT","German, French",Project Manager project: Outcome - Synthesize ubiquitous action-items; Project Manager project: Outcome - Benchmark cutting-edge mindshare,Yes,4.4,5.0,2.6,1.5,2.1,Analytical,Avoidant,Balanced,Completer-Finisher,Low,Technology,Hybrid,Small (1-5),Innovation,Moderate,Security Engineer
Ian Morrison,Network Administrator (1 yrs); Software Engineer (5 yrs),"Time Management, SQL, Java, Team Leadership","Certified ScrumMaster (CSM), CompTIA Security+","BSc Computer Science, University of Texas","English, Spanish",Software Engineer project: Outcome - Monetize efficient content; DevOps Engineer project: Outcome - Reinvent value-added channels,No,3.3,3.4,2.7,2.2,3.7,Logical,Avoidant,Structured,Resource Investigator,High,Education,Remote,Medium (6-15),Innovation,High,Product Owner
Donna Bowman,Cloud Architect (5 yrs); DevOps Engineer (1 yrs),"Team Leadership, Communication, Time Management, AWS","AWS Certified Solutions Architect, PMP","BA Business Administration, University of Texas","Japanese, Mandarin",DevOps Engineer project: Outcome - Harness wireless bandwidth; Network Administrator project: Outcome - Iterate dot-com e-services,Yes,4.3,1.6,1.9,1.4,3.2,Logical,Compromising,Flexible,Implementer,Medium,Technology,Remote,Medium (6-15),Leadership,Moderate,Backend Developer
Dr. Amy Terry,Software Engineer (1 yrs); Business Analyst (3 yrs),"Critical Thinking, Problem Solving, Python, SQL","PMP, Certified Information Systems Security Professional (CISSP)","BEng Software Engineering, Stanford University","German, French",DevOps Engineer project: Outcome - Brand intuitive paradigms; Project Manager project: Outcome - Incubate synergistic web services,No,2.7,1.9,1.2,2.7,1.6,Analytical,Compromising,Flexible,Coordinator,Medium,Technology,On-site,Medium (6-15),Technical Expert,Moderate,Security Engineer
Amy Woodard,Project Manager (1 yrs); Project Manager (3 yrs),"Python, Docker, AWS, Communication","CompTIA Security+, Certified ScrumMaster (CSM)","BSc Information Systems, University of Florida","French, Mandarin",Cloud Architect project: Outcome - Unleash end-to-end vortals; Business Analyst project: Outcome - Enable distributed metrics,Yes,3.4,4.1,2.1,1.4,1.8,Logical,Avoidant,Structured,Coordinator,High,Education,On-site,Small (1-5),Technical Expert,High,Systems Architect
Gregory Mcgee,Data Scientist (3 yrs); Security Analyst (4 yrs),"Critical Thinking, Java, SQL, Docker","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","MSc Data Science, Stanford University","English, Spanish",Network Administrator project: Outcome - Deploy integrated models; Network Administrator project: Outcome - Disintermediate impactful systems,Yes,4.4,3.2,4.0,4.7,4.1,Analytical,Collaborative,Balanced,Coordinator,Low,Manufacturing,Remote,Small (1-5),Innovation,Low,Backend Developer
Brandon Gallagher,Business Analyst (5 yrs); Cloud Architect (5 yrs),"Critical Thinking, Time Management, Python, Communication","Certified Information Systems Security Professional (CISSP), CompTIA Security+","BA Business Administration, University of California","Mandarin, German",DevOps Engineer project: Outcome - Reinvent efficient bandwidth; Network Administrator project: Outcome - Benchmark clicks-and-mortar metrics,Yes,3.1,4.6,2.9,4.9,3.9,Analytical,Compromising,Balanced,Completer-Finisher,Low,Healthcare,On-site,Medium (6-15),Leadership,Moderate,Product Owner
Robin Green,Network Administrator (3 yrs); Business Analyst (4 yrs),"Java, AWS, SQL, Critical Thinking","Certified ScrumMaster (CSM), AWS Certified Solutions Architect","BSc Information Systems, Carnegie Mellon University","English, Japanese",Cloud Architect project: Outcome - Leverage interactive supply-chains; Project Manager project: Outcome - Optimize wireless platforms,No,4.1,3.8,1.7,1.8,1.0,Intuitive,Compromising,Balanced,Implementer,High,Education,Remote,Small (1-5),Leadership,Moderate,Product Owner
Maria Oneill,Software Engineer (4 yrs); Business Analyst (3 yrs),"Time Management, Python, Docker, Team Leadership","CompTIA Security+, Certified ScrumMaster (CSM)","MSc Data Science, Carnegie Mellon University","German, Mandarin",Network Administrator project: Outcome - Target e-business portals; Software Engineer project: Outcome - Drive bricks-and-clicks platforms,No,4.4,4.5,1.3,1.0,4.8,Creative,Competitive,Structured,Resource Investigator,Medium,Education,Hybrid,Medium (6-15),Management,High,DevOps Specialist
Joan Mendez,Business Analyst (4 yrs); DevOps Engineer (5 yrs),"Docker, AWS, Java, Time Management","AWS Certified Solutions Architect, CompTIA Security+","BSc Information Systems, Carnegie Mellon University","English, French",Project Manager project: Outcome - Embrace front-end action-items; Data Scientist project: Outcome - Seize ubiquitous applications,No,3.2,1.2,4.7,4.5,4.5,Intuitive,Avoidant,Structured,Shaper,High,Healthcare,On-site,Small (1-5),Management,Moderate,QA Engineer
Katelyn Allen,Security Analyst (3 yrs); Security Analyst (2 yrs),"Problem Solving, Java, Docker, Python","PMP, Certified Information Systems Security Professional (CISSP)","MSc Data Science, University of Florida","Spanish, Mandarin",Software Engineer project: Outcome - Morph integrated functionalities; Business Analyst project: Outcome - Benchmark rich web-readiness,Yes,3.0,3.3,3.7,2.2,1.8,Analytical,Competitive,Flexible,Coordinator,Medium,Education,Remote,Medium (6-15),Management,High,IT Support Specialist
Dr. Brittany Rogers PhD,Business Analyst (5 yrs); Cloud Architect (2 yrs),"Java, Problem Solving, Time Management, Critical Thinking","Cisco CCNA, CompTIA Security+","BEng Software Engineering, MIT","German, Spanish",Project Manager project: Outcome - Matrix strategic functionalities; Project Manager project: Outcome - Target open-source schemas,No,1.9,2.8,4.0,3.6,2.2,Logical,Collaborative,Balanced,Shaper,Low,Education,Hybrid,Medium (6-15),Leadership,Moderate,DevOps Specialist
